"filename", "language", "C++", "Markdown", "CMake", "comment", "blank", "total"
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/realigned_buffer.hpp", "C++", 31, 0, 0, 16, 9, 56
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/silk.cpp", "C++", 62, 0, 0, 62, 21, 145
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/silk.hpp", "C++", 67, 0, 0, 34, 12, 113
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/ttf.cpp", "C++", 289, 0, 0, 107, 87, 483
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/ttf.hpp", "C++", 113, 0, 0, 10, 15, 138
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/ttf_render.cpp", "C++", 234, 0, 0, 66, 69, 369
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/ttf_render.hpp", "C++", 26, 0, 0, 12, 5, 43
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/types.hpp", "C++", 22, 0, 0, 4, 10, 36
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/vec.cpp", "C++", 0, 0, 0, 0, 1, 1
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/vec.hpp", "C++", 151, 0, 0, 3, 47, 201
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/xml.cpp", "C++", 584, 0, 0, 69, 134, 787
"/Users/jamesweigand/Desktop/Carbon/Carbon/src/xml.hpp", "C++", 99, 0, 0, 8, 16, 123
"Total", "-", 8034, 76, 41, 1851, 1974, 11976
